Unnamed: 0,text,label
104375,i just stop and think or look around or take advantage of the great ideas on my mom friends blogs instead of sulk and feel lame then i can come up with some pretty fun things to do,0
409682,i never feel like giving up precious battery life for another device,1
283410,i feel more grounded less fearful,4
94294,i have a problem with someone or im arguing i feel like i need to get it partially resolved to be able to go to sleep,1
314695,im so grateful to feel peaceful at the end of the day,1
235238,i absolutely love music in movies and television shows and i feel that some people are truly talented in creating amazing feelings through this medium,1
138905,i can only speak for myself but that makes me feel special,1
101958,i even vented my anger on him accusing him of not feeling the loss or caring about the baby,2
85761,i feel like they are not sincere enough,1
214577,i feel so reluctant to share stuff why am i even blogging about abuse healing and healing art in the first place,4
85282,i could just explode and then to feel so heartbroken and empty that i cry till i have no more tears,0
95868,i might have barfed but i feel totally energetic,1
346031,i remember feeling very wimpy and babyish i braced myself emotionally for the next one,4
402273,i don t think we should partake in them because we feel pressured to do so,4
224544,i can feel him telling me its ok to feel this way he loves me anyway,1
107432,i always feel so vain doing these damn quizzes,0
59866,i feel even more tortured by my nightmares as of late,3
346994,i feel more than i ought to be long a time all was still to be a the curious case of benjamin button elegant than robust i hope your honours to your eager desire to share what you mean the actual cautery,5
161650,i know half or maybe more of that time its cause youre feeling insecure,4
258482,i am moody and feeling agitated,3
401688,i havent feel so accepted and loved in a ward in a quite a while,1
73566,i get overcommitted and sacrifice spending time with those close it can make them feel unimportant,0
294847,i feel are more adjusting and friendly than those novel clad laptop laden honchos in ac,1
124181,i feel like i can count on one hand the number of strong rides ive had since last november,1
405049,i need to stop and take breaths when i can feel myself getting irritated and i need to keep my mouth closed,3
306563,ive been asking my higher power for something and in the last couple of weeks it has been being given to me but from a place and in such a way that im feeling a little hesitant about it,4
251255,i feel like the church is just so greedy and not really for the people or for god,3
317427,i composed did scoot away from the theater inspired by this film and it made me feel more compassionate towards homeless people which portland has a lot of so it can t be all dreadful,2
9644,i feel fine the beatles a href http popstardust,1
228944,i feel uncomfortable watching her,4
325204,i feel we might have to quit cold turkey,3
347332,i feel that the success in this work is the aspect that it causes the viewer to think much like a mirror would cause in one suffering with one of these disorders,0
169288,i love you all so much heh pictures cos i feel very very happy today,1
296234,i agonized over the best wording for the e mail i found myself stuck on the feeling that this woman was obnoxious patronizing and annoying,3
70385,i feel much more loyal and devoted to my friends,2
400812,i feel very passionate about beyond my family of course are breastfeeding and veganism,1
302892,i sometimes feel that everyone is so stupid,0
58482,i feel very rich from this experience and want to thank you all,1
168800,i actually feel thrilled that the idea of anyone else is repulsive to me,1
301380,i can feel this innocent and carefree after john and after victor,1
128882,i feel like ive been living in a mad house and im not sure if im a patient or an orderly,3
239597,i feel its hostile and people would be smirking at me,3
338505,i don t know what s going to happen after this but i feel the most contented i have in a long time and it s a lovely place to be,1
154305,im feeling so miserable yet you cant see it,0
324579,ive promised myself that the next time i move i wont carry with me the feeling that i wasnt curious enough,5
136295,i was talking to a close friend via text about some things that were going on in my life and how i was feeling discouraged at the moment,0
65442,i could almost feel insulted i m suddenly not good enough for you,3
106858,i had to get over the hurdle of feeling selfish taking time away from my responsibilities at home sometimes i still struggle with this but i did it and over time figured out how much i needed how much was too much and what things were worth making a priority,3
71313,i feel manipulated into having to produce something perfect for the rest of the worlds to approval instead of birthing something new with a life of its own that i will love imperfections amp all knowing the secret struggle we shared,1
112254,im constantly feeling broke and like i wont ever make enough money to pay back my student loans,0
60015,i want you to feel delighted for the good things that happen to other people and i want you to feel compassion for those who are not quite as fortunate,1
376698,i feel fucking terrible at the moment,0
387562,i have decided to give away writing about my virtues project i feel like it s just highlighting that i m not virtuous and it isnt really helping improve these skills in me,1
370763,i feel privileged to have heard and seen her again,1
377779,im feeling lonely,0
120425,i feel so overwhelmed with my boys and sometimes i dont know what to do and then i look at the lady across the street coming home with her kids arms loaded with grocery bags and shes always smiling,4
316329,i bring this up is because i feel very satisfied with the song selection,1
292598,im feeling so goddamn pissed and just,3
52458,i care about others and because when i know for sure someone is surprised or happy because of something i ve done it makes me feel worthwhile,1
232365,i feel provides a tremendously rich opportunity for people at so many different levels to express how they feel about issues what they feel is important and how they want to show this to others,1
341222,i am now concerned that when they come in my home they feel welcomed loved and enjoy the loving spirit that i have to share with them,1
121342,i remember as a little girl feeling impatient while my mom put curlers in my hair on saturday nights or when i went to the orthodontist as a teenager and nothing ever seemed to be simple or quick,3
3490,i feel rejuvenate and peaceful closer to what life should be simple soft and human,1
131281,im feeling a little dazed at the amount of items that i no longer use for decorations,5
155497,i started once again feeling discouraged to the point where i was in tears started crying and even feeling depressed,0
352565,i slowly but surely began feeling a dull ache in my back back labor,0
9261,i feel are fucked up or wrong emotions,3
40848,i am sensitive about being treated fairly and feel resentful and bitter if i think i am being cheated,3
339993,i hate feeling like a scat muncher when i enjoy your delicious cuisine,1
183697,i feel your hand supporting my neck and your love and healing permeating my being,1
315681,i feel badly that he is suffering,0
171084,i do still feel amazed of what it has but nothing more than that,5
364769,i feel so fake so fake that i dont even know which is me,0
362160,i move further away from my highest weight and closer to goal i have been feeling very emotional about the life i lived before with blinders on as to the damage i was doing to my body,0
94593,i wont really know until tomorrow so maybe i should stay up as late as possible because tomorrow morning could be disappointing if im feeling shitty but staying up late will probably make me feel shitty so thats a bad plan,0
215166,i feel somewhat predictably disillusioned,0
173526,i always feel so strange when i update this blog,5
406955,i feel this longing for that part of my life b c i was happy then,2
145313,i feel that it s not the distance that separates lovers that ends a relationship it is the impatience of humans to feel the touch of their beloved or to hear a lover whisper ones name,1
15760,i am feeling agitated this evening,3
250295,i admit that i have no courage whatsoever to admit how i feel cause im terrified by the idea of you making things worse,4
33961,i remember feeling utterly petrified and as i saluted him he stopped me and said du bist ein aryan nicht,4
230458,i feel as if we have those skips for a reason so i am generally faithful in making use of them,2
54289,i slept like a log dreamed like the clappers again and woke feeling terrific a whole night with no leg and hip pain,1
226543,i feel drained devastated hurt heartbroken disappointed etc,0
221542,i feel reassured that the cathaoirleach is from county mayo and will protect me,1
283622,i start to assume that i am terrible feeling in the pit of mystomach and i m terrified that another panic attack occurs or that some other unknown terrible thing is going to happen to me or anyone in my family,4
143263,i do that made me feel excited about life,1
311817,i cant help but write it keeps me sane and fills me up in a way i feel completely inadequate attempting to describe,0
380678,i feel terrible that not everyone we would have liked to invite was invited,0
240571,i did laugh when will went to lou s house for her birthday and his last words were something like and she gives good baths i laughed very loudly in my room but i never thought i would feel so heartbroken over this book as well,0
256869,i feel honoured and humbled cos hes a legend and one i still look up to,1
157660,i am a mortal feeling of loneliness in crowd if you could sense my heartbeat i could be your beloved,1
3459,i drink it i feel invigorated,1
129283,i guess i could also describe this as feeling blank,0
144876,i was feeling very generous wild and crazy and we went through the drive through at steak and shake,2
193433,i just feel heartbroken for moms two of whom buried children today,0
48318,i feel my work is the most successful and most interesting when focused on things not entirely visible,1
362207,i know many of you have given your blood heart soul hard earned money trust and honor in your backing of the ron paul campaign and now feel totally sickened feeling hopeless depressed and lost,0
40233,i want less grey areas and fewer doctors feeling that they are fucked regardless of what they do,3
43535,i hate feeling terrified,4
169275,i feel marginally more positive than i did last week although i am still finding it very hard to talk to people see people etc,1
23192,im feeling very lethargic at the moment i just had a lovely meal at the hotel where im staying and a beer so thats probably why,0
296399,i feel defeated deceived and discouraged,0
206440,i feel amazing title jordan wessel on lb,5
365503,i first received the brief i was feeling rather apprehensive about just how i was going to tackle the project,4
95837,i feel ecstatic don t worry we can make love automatic,1
309594,i feel kind of lame quoting my mother being all the ripe old age of that i am but she was a deep tissue swedish massage therapist for a time and she said that touching people was the best way to touch their spirit,0
189834,i feel extremely frustrated and saddened,3
372572,i shouldnt be feeling like this or why am i feeling like this and unfortunately this creates a looping effect which re enforces the crappy feelings,0
177573,i still enjoy spending time with my friends when i can fit it in and the health scare has all but subsided still i go from feeling numb about the whole situation to uncontrollable sobbing,0
316483,i began to feel distressed and a feeling of sadness and a desire to kill myself,4
194808,i thought of my peers lacking of a few months or a year to vote feeling hopeless as they watch the news and with every click of the refresh button last night,0
386178,i feel bothered that theres no trouble in paradise,3
173297,i do feel wronged,3
308518,i know that if i push myself when i m having big asthma problems i end up with an upper respiratory infection and then i feel even more lousy,0
370316,id like to think i would but im also guessing i would feel unsure about what to do,4
332647,i need to eat something coz i feel so boring when i reading without eat,0
337513,i feel in a rebellious mood at the moment probably because im listening to the sex pistols,3
389291,i feel that agitated would be better of if one shape pokes at the brain just moving back and forth from different angles,3
392334,i feel about hitting students and how shocked i was by my coworkers humor the attitude that it s acceptable seems fairly prevalent in korea,5
348383,i orders even as he feels his face burn and stabs his chopsticks viciously into an innocent piece of cutlet,1
34614,i do not understand why girls feel the need to act slutty in order to get a guy,2
86993,i have a hard time caring about the family of the main characters although the early seasons close attachment to dons marriage made bettys stories feel worthwhile because she was being lied to be an identify thief,1
136641,im releasing my heart and its feeling amazing theres no one else that matters you love me and i wont let you fall girl let you fall girl oh ah ah ye yer i wont let you fall let you fall let you fall oh oh yer yer yer yer its like,1
154405,i was feeling really virtuous,1
200619,i feel hopeless in our waiting,0
185731,i didnt use my garmin aiming instead to run on feel alone,0
72047,i go up into headstand i cannot feel or know where my foot is and i felt out of control and hence i was very much hesitant in going into headstand,4
131044,i never get that feeling from any of them at any of the get togethers we had even when i didn t know them on more than a very casual basis,1
60445,i feel very privileged to baptize her on saturday,1
171717,ive been feeling more gloomy lately again,0
271353,i feel for myself its worth while to keep them at a distance so they dont continue to annoy me with their stupid remarks,0
9361,i feel nostalgic for places i have never been to,2
62803,i feel annoyed with myself to even ask darl for help,3
79508,i feel petty and stupid for feeling sorry for myself,3
171104,i do and i work hard so if you re not a teacher and feeling resentful why don t you do a teaching degree,3
108711,i cant read in the car at all but that feeling somehow transferred to the house or at least i convinced myself of this,1
160892,i make a note of the number either this officer or his neighbour to my right says well with two of our colleagues in hospital we don t feel very sympathetic to sick protesters,2
331428,i know life can sometimes get us down and we can feel as if no one cares sometimes even as if no one would ever be delighted to see us,1
276316,i mentioned above i do feel that we had a successful year overall,1
226503,i was having a bad day and feel ashamed to share it out,0
381157,i forgive myself that i have accepted and allowed myself to believe that love is a feeling i forgive myself that i have accepted and allowed myself to bel,2
121709,i am quite proud of myself for having reached this level of clarity in my feelings but still very surprised by the intensity of doubt and confusion that continue to dance around in my soul,5
359185,i feel like a lot of people dont say it enough to their families how thankful they are for them,1
187842,i get a glimpse of what other people have i feel regretful and lonely,0
237283,ive said because they do not believe that anyone could stage a fight this long and this hard without feeling passionate enough about it to know theyre right,1
183064,i feel charming oh so charming encoding utf locale en isprivate false ismobile false mobileclass languagedirection ltr feedlinks link rel alternate type application atom xml title quot go girl seek happy nights to happy days,1
51373,on seeing a scene of an accident in a magazine,3
414995,im battling with currently i keep feeling his nutrition is inadequate if he doesnt eat the proper solids should i be worried,0
380753,i recently tried to explain to my husband the way i ve been feeling the past few months pretty much ever since my mom passed away,1
31256,i was feeling a little morose about the whole affair on friday and saturday,0
173331,i am not feeling too friendly to them,1
11993,i feel passionate about alcoholism and that s why i wrote ice and a slice,2
117110,i feel like ive far passed the cute phase of pregnancy and im in the whale stage,1
383067,i never feel intimidated playing against ronaldo or messi these guys are human beings like every other person,4
203026,im not sure that any words could have conveyed exactly how i feel about my sweet girl,1
69531,ill just end up asking people back and forth or simply rely on my instinct while feeling confused and clueless working on it,4
314476,i am still feeling a little romantic and dreaming of a picnic,2
109117,i get comments like i wish my daughter is like you or what an interesting hobby for someone this young or when people admire my work or something along that line i can t help but feel amused and a little sad at the same time,1
49082,i feel faithful to jesus the christ mary and the holy spirit,2
357240,i would not feel insulted if you asked me i would feel like you wanted the absolute safest care of your children,3
303068,i feel like that i am selfish by nature so i refuse to give up until i have everything,3
316529,i felt like i have to tell my problem to someone whos willing to listen and to understand me and i was right when i chose to tell it to her because she gave me courage and support i feel relieved and loved,1
99957,i feel for those who were surprised by her answer,5
46468,i feel increasingly fearful and wonder if i will reach old age,4
65513,i came across this image that spelled out the artists feelings about being so appreciative of having what they already had,1
226984,i feel comfortable in html now that i can create in that space and navigate its grammar,1
119743,i have made it my personal task to make my clients feel loved right where they are at regardless of what they are going through,2
288055,i could only feel helpless that we cant go back,4
201639,i will continue to push that council at least explore the other options that i feel strongly they have ignored from the provincial study which seems to be the responsible option,0
400044,i really just feel like all the choices ive been making have either been really dumb or just bad ones,0
241175,i can feel his warmth and the sweet smell of his polo perfume and the blood was rushing to my brain,2
317516,i feel i am emotionally damaged,0
409851,im feeling somewhat less frantic now,4
262010,im feeling thankful for the small things today im feeling thankful for the small things today happy happy birthday to me happy birthday to me and to you,1
296549,i feel guilty for not having one,0
265108,i do my best i feel that i am most useful after the drying cycle when the clothing is sweet smelling and asking politely to be folded,1
152219,i feel overwhelmed with should s shouldn ts can s can ts and it s all about them,4
77041,i feel a bit sad really as i will now probably do one more post before the big day and give you my ultimate motivational tune p to the first one who guesses correctly,0
25813,i feel like spending hours of prep work to have pissed away repeating myself or reminding people their character can do x y or z,3
43696,i have taken the infamous education a and have taken some great ideas from the class to use on the students but it feels like i don t have time to prepare such elegant lesson plans,1
256956,i had at the time and finding people who can support me in expressing irrational and rational fears alike and with whom i can vent when i need to and even just saying out loud to myself i feel scared and i feel angry has lessened the hold i allowed these emotions to have on me,4
404500,i feel like im being ungrateful ungreatful,0
55640,i feel this frantic desire to harm myself do something that will put me in a hospital,4
45928,i miss that feeling when i am in a slightly uncomfortable situation but i know all the while in my heart that it will lead to something amazing,4
268485,i am feeling pretty unsure this dream will ever be,4
387465,i didn t know and or who were already tanked and i just found the whole experience tedious and annoying and was also reminded of the way that being at bars and not drinking can just make me feel left out boring uptight and out of step with the rest of the world,0
36488,i knew i would love her before she was born but i actually feeling is amazing,1
368536,i generally use this icon when im feeling playful or childish which is a fairly large percentage of the time,1
359148,i am feeling a little jaded by them all,0
226567,i was just suddenly overwhelmed by a feeling of disconnectedness to the rest of the world and longing to feel part of it in a way i don t feel i am past the wall of numbness that seems to define me a lot of the time,2
319201,im very pleased with my current winter wardrobe but after sneaking a peek at everyone elses winter preview my little collection is starting to feel a little inadequate,0
412459,i feel just slightly less foolish and a little better traveled for the experience,0
156741,i can feel my heart palpitations getting stronger amp stronger and i feel the dull irregular throb when the room is quiet,0
326411,i always feel uncomfortable with it because i was one of the kids that wasn t cool in school,4
287202,i feel so ecstatic to spend quality time with friends online and off,1
54232,i didnt think would manifest itself in someone that i loved so therefore i feel disillusioned and like i never really knew him,0
88701,i hardly doubt his feeling devastated motivated him to call chucky heston up and cancer his life long membership to the nraa,0
368317,im feeling a strong desire to write,1
291681,i couldnt help but feel that all these people had missed the best of the day,0
303521,i felt disgust after watching a picture on television about torturing political prisoners in india this happened in the india of indira ghandi,3
190485,i didnt feel too smart after that but i did feel proud,1
376987,i begin to notice just how awful i feel my sleep is restless shoulders are hunched up around my ears and i keep searching the kitchen for something to silence disquiet maybe peanut butter pretzels or chocolate are the answer,4
169659,i used to feel like john the savage in brave new world,3
46930,i feel like i missed out on some fundamental parts of life,0
224463,i always feel the need to puncture any glamourous illusions that they may have by clarifying that i write about mental health,1
391991,i hope you don t feel offended when i say this but i kind of felt like i was in a prison in atlanta,3
412200,i told gang about it like how i feel conflicted sometimes as to how im supposed to behave to be complicit in perpetuating gender norms and be liked or to stay true to my beliefs and be less popular his reply was really succinct well this isnt a popularity contest is it,2
109504,i hate not having someone i can call who can update me on whats going on and i hate feeling so incredibly helpless,4
139313,im tired of feeling like my blood is something dirty or shameful,0
132692,i cry because of the truly awesome way the human spirit can valiantly struggle against the odds even while feeling devastated and still hang in there to come out stronger and more beautiful than before,0
63997,i am feeling doubtful about what im trying to accomplish she is there always encouraging me and uplifting me to the point that in my heart i truly believe all my dreams are possible,4
413609,im starting to feel though very triumphant,1
132168,i didn t feel like getting shaken down by the tsa quite yet so i pulled off to the side at creative croissants for a lunch,4
32793,i just feel lucky and happy because royal f roux can celebrate for the first anniversary in ameba pico,1
85691,i forgot how horribly wonderful race pace feels almost like being beaten up by a bat and running,0
331032,i feel very unhappy and incomplete,0
374304,i feel like if you ever do get me to see things like you do i will become horribly disillusioned and not want to watch baseball simon hahah simon i still like baseball,0
61470,i just feel heartless,3
4085,i am not going to lie i do feel deprived at times i miss my breads cakes and pasta,0
223541,i feel so distraught and upset and unhappy and depressed,4
168018,i feel i have been pretty gracious with my heart,1
31354,i was just looking forward to feeling this sweet baby in the next few weeks,1
150188,i have to put myself first at times even if it makes me feel incredibly selfish,3
154880,i decided i will go to a fish amp chips shop and eat there as i was not feeling exhausted and my feet were becoming mor e of an issue,0
98424,i said i simply don t feel horny,2
237638,i write something i feel completely dissatisfied with it before ive finished so much as a page,3
311433,i look forward to feeling your supportive presences alongside me as i do so,2
205002,i saw this on facebook earlier today it was really hard not to feel so sad for all of these people in colorado and all of their raging fires right now,0
269691,i would say it s a shame that women feel more respected in pakistan than in india although we are the world s largest democracy in the world,1
142546,i feel like i mostly post when im feeling bad so i wanted you to know that i have good days too,0
172439,i found myself feeling a little jealous,3
21562,i just wanted to write a quick update for all of you because i feel like i owe you an explanation since youre always so sweet in the comments section,1
265943,i can t even stand this feeling becuase i realize that everything is for nothing i will never be with you and i will never see you in my life it hurts but i keep supporting you,1
251811,i feel less intelligent and dull after a period of doing this stuff,1
95211,i feel myself getting more jaded and bitter the longer i suffer,0
93551,i sat in the parking lot for another five minutes feeling terrified,4
58578,i could ask you about the visit as a whole what do you feel you achieved and what matters remain to be resolved,1
295629,im kind of feeling a bit weird uncomfortable a bit with her right now because of her lack of confidence of herself and i know im also not very confidence person but at least im not very low confidence,5
304570,i feel like a robotic bug in a jar she said resigned,0
20552,i had this feeling of disappointment disappointment that what was once a lovely garden was not loved at all over the last few years,2
415806,im feeling discouraged or down on things that are out of my control,0
250540,i feel curious because i would like to explore what is at the top of the helterskelter like plant,5
392408,im getting a feeling of never ending series itis with this though so im getting impatient,3
287048,i feel ecstatic amazed relieved over the moon happy pleased satisfied thankful jubilant weird hyper high grateful giddy energetic chipper great cheerful at ease and accomplished,1
245015,i have to disclaimer all my sentences with im sorry im being so bitchy im just feeling bitchy,3
196346,i feel selfish keeping it knowing that there is an environmentally minded parent just waiting to get their hands on this title,3
367768,i have for myself from the objective reality that i represent to others since i never stop finding myself guilty even though i feel i am innocent,1
408324,i think life is really too short to feel unhappy everyday so if there are things that make me unhappy no matter at what cost ill stop myself from doing,0
95881,i return from an international fragile x conference i often feel a bit melancholy,0
276957,i feel horrible for my kids when this happens,0
110965,i still didnt know what it smelled like and i was just still feeling a little weird,4
259764,i went to the doctor a few days into feeling weird,4
70745,i feel afraid that something bad might happen,4
211068,im feeling a little out of sorts and maybe suffering a little from compassion fatigue,0
31773,i feel like i should enlighten my faithful reader of what the whole flash thing is about,2
299024,i can see where in a situation like this students can feel dismayed said accurso who added there have been no problems at other schools,0
333149,i said when thanking you last fall i feel a curious combination of pride and humility pride at having started this but humility at the constant reminder that this project is after all staffed by self motivated volunteers,5
196452,i have a feeling nothing more than that soerkano intimated he would like a potentially dangerous take over to happen,3
231736,i thought this was good advice for me since i feel i dont know how to fill in this blank about leaving r today to start my job even though hell be with his dad and i should be working from home after today,0
304040,i feel offended at the big brother approach tv channels are taking by blurring out certain elements of a program,3
223863,i wasnt really feeling like being snarky or funny,5
379814,i still feel deeply privileged to own this set at long last after so many years of talking about it and yes given the importance of it at the time feel like i owe it to someone to go out and buy it,1
289033,i am unable to attend this momentous occasion and because i am feeling rather like a father sending his son out into the world unprotected and alone i offer you these suggestions,0
26165,i consantly feel as though my voice is unimportant in abortion discussions because i dont advocate a womans right to choose,0
113044,i suppose that their is no real answer to these questions and i am just kind of killing some time in the hopes that all of this writing causes something to pop into my head that lets me feel like i am being creative,1
216969,i was feeling pretty smart even though it wasnt my doing,1
137732,i feel satisfied with that,1
4871,i will be someone great becos i feel so shitty everyday living in this awful body and brain today was definitely a fuck up day a href https lh,0
276881,i do not have the right to feel gloomy,0
266164,i was feeling a bit playful so i moved out of his reach,1
113601,i was in the middle of a huge wireless store on a landline feeling like a chump trying to figure out what menu options will add up to fix what you broke so i can get a phone,0
327713,i feel the need to obsessively document everything ever with a camera here are some lame cellphone pix we took a href http,0
323474,i still feel tortured and tormented,4
348812,i feel rude if i dont say something,3
232396,i feel like living on the dangerous side,3
18025,im feeling particularly festive amp excited for all that this season brings,1
181508,i feel tempted to take a swing at him to smash one of the bags i carry into that handsome arrogant face,1
64014,i find myself feeling such an emotional attachment to walt,0
169152,i cant do either of these things so i end up trying my hardest to suppress these feelings which makes me irritable and is very tiring,3
362550,i just feel so terrible when i try to reach out to people and don t get any sort of response,0
213820,i feel the pain of tortured men who howl eternal for their sin,3
7685,i feel insulted and that wound that was healing has been torn apart again so now it ll take much longer to heal,3
389075,i have not been feeling too wonderful with myself,1
210982,i feel like i have become paranoid,4
119465,i was feeling a little agitated and down on myself today so i decided to make a progress comparison photo,3
374083,i just feel agitated and worry about stupid things,3
293388,i might be an lgbt woman i might be a campaigner for lgbt issues but i am also a fellow human and work hard to help make society one where everyone single person feels valued and i hope other people will join with me in working towards that goal,1
73698,i dont know why i feel so fiercely loyal to delta but i do,2
363096,im also actually working on developing a way to make market and sell infant car seat covers and feel kind of excited about it,1
10891,i read the stuff can make you energetic so i have decided to take just one capsule a day for now to see how it makes me feel so far i don t feel so energetic but then i have been up since a,1
116979,i dont mind coz all i want is nas fun well i feel very horny i got nish but all my exes have told me that i know how to work it so i im free tomorrow night can accomodate so if u feel u need some exitment in your life and have free time tomorrw then drope me a line or text me on,2
73953,i stand here i do feel strange trying to blend in trying to mingle,4
234793,i feel awkward and uncomfortable and its just not my thang,0
158603,i feel underappreciated and unimportant,0
367718,i feel as though i have been a lousy blogger,0
289485,i feel that i have so much love and affection to offer and am just hoping that one day she will see that i am so much more than just a humorous friend but im all shes ever wanted and more,1
106984,i feel terrible i feel that there should be more but i really cant think of anything more,0
70108,i see all the review books and requests that other bloggers get and feel a bit envious,3
218447,i am with adults you always have to try and work out what their expectation is of you even as a child interacting with an adult and therefore there is the pressure to adjust to their thinking to feel accepted and feeling seen and accepted is an important human need,2
338956,i didnt have a chance to breathe and plus the feeling of agitated utterly upset i couldnt catch a breathe was gasping for air desperately,4
403093,i started feeling benign raindrops fall on my cheeks and penetrate into my skin,1
250623,i feel it is beyond a doubt worth supporting with a donation,1
410652,i feel like everything will be ok and confident that everything is happening just the way it is meant to,1
169391,im not on campus and feel the spirit and strengthen my testimony is amazing,5
188910,i can already feel some aching already,0
352980,i get the feeling of the idiotic girls i see everyday at school,0
80728,i am so frustrated and upset at myself and sick of feeling melancholy and morose,0
408577,i feel the most loved most comfortable most at ease and it is where i feel the most like myself,2
358758,i feel hateful towards everything and idiotic for jeapordizing what good i have for a handful of drinks i didnt want much in the first place,3
152930,i used to be really hungry and feel a bit shaky after work because i wouldnt eat until then not have a snack the rest of the day,4
130815,i dont get what i want i feel punished by a god i dont believe in,0
224897,i is feeling generous today and wants to give away a b style text indent,2
241935,i feel like i just got married so it was so strange to see my brother up there getting married the weirdest thing for me was to see him with a wedding ring on crazy,4
107605,i can t let go of that sad feeling that i want to be accepted here in this first home of mine,1
3618,i suddenly feel the need for some morose faux vintage pre rock,0
197051,i use the word some and the rest usually this issue occur because they still feel uncertain or they are facing peer pressure from people around them,4
337048,i feel like my mind just goes blank sometimes,0
402437,i am going to miss her incredibly and i feel so awful that these last two months werent representative of our actual friendship,0
236783,i feel especially agitated because i got a phone call from a long lost lover turned foe while failing at sending my power point images to my partner,3
392287,i swipe at my face and dig for a chart and i feel a gentle hand on my shoulder,2
39256,i feel very hesitant about the whole situation,4
383727,i feel rich inside and grateful for the money i have right now,1
9664,in a sadist provoked my sister in my presence he tried to force my sister into accompanying him to his place,3
127332,i was feeling pretty low financial stress in the midst of late pregnancy does that to me,0
17504,i can feel the appreciative gaze of the audience,1
5263,i have a feeling this customer will never be satisfied,1
268429,i feel more and more a gentle metamorphoses opening and waking between me and the rest of me of parallel paths coming into clearer focus,2
216278,i feel extrememmememely lame expressing my heart in a blog,0
280775,i am feeling very thankful for that,1
223460,i shall reserve for another time because the movie was just that incredibly mind blowing and now i m feeling entertained again,1
97720,i used a small amount to try to avoid this but it absorbed into my skin quickly and left my face feeling lovely and soft,2
365987,i feel petrified with fear but i am uncertain as to what good it will do to bring up this secret that we seem to be hedging around,4
189816,i feel like just telling that someone i have admired from a distance for ages that i think hes the most beautiful person i have ever seen but i dont want to come across as a fucking freak,1
260046,i feel so sweet and man,1
238616,i try to run away from the shame and lack i feel within the illusion that i ll be enough if i just try harder to be perfect follows me wherever i go,1
121872,im not in a bad mood but i feel messy and unmotivated,0
391274,i hate when i feel like this and i never hated you,0
49078,i was feeling wronged betrayed angry taken advantage of and very much like a bop bag that keeps getting knocked down and popping up again,3
243408,i feel resigned to my shitty life a href http twitter,0
358350,im feeling particularly dis inhibited ill tell you on no uncertain terms that it is incredibly stupid,0
145955,i can live with that to be honest but when the vocalist is this bad it only makes it painful to listen to then when you can hear the music over the shrills of a dieing cat they seems to completely lose any feel of disturbed,0
250858,i feel unimportant when you spend time after work with your friends rather than coming straight home to be with me,0
133173,i am feeling dissapointed kinda annoyed and very much frustrated with what i just saw,3
373059,im feeling sentimental and freakin tired,0
47072,i feel it was the inclusion of so many a target blank title diagonal lines href http www,0
291137,i wont go off on this today but many drug and alcohol problems are brain chemistry but others are an attempt at shielding and self medication because subconsciously people can feel how vicious others really are,3
190536,i know i said that earlier that i already told you about the floss but i feel that it is important that i remind you again about the floss,1
213377,i feel that it pretty accurately embodies who we are as adults,1
274107,i am feeling restless when it comes to matters of comfort security and rejuvenation,4
266899,i was just feeling super open to the story but i liked it a lot and i had forgotten a lot of these common scary stories enough to be surprised by most of them,1
239087,i feel almost sorry for myself if theres not a salad on the table at every meal,0
190670,i think i m just feeling triumphant that i got in a training run for my half,1
258365,i actually feel saddened by a post but i am a bit shocked and saddened once again see disclaimer on the right side of this,5
142976,i could feel that moment of divine inspiration wash over me but it wouldn t stay,1
185266,i really feel he is so insincere treating everything like a joke,3
144440,i wouldnt feel regretful that i didnt follow what i wanted,0
143349,i feel really idiotic for jumping from such a huge height and busting it but when youre on that performance high you kind of forget what reality is,0
192582,i still didnt feel that thrilled with using it since i am looking for an all natural shampoo with the hopes that it will be better for my hair and body,1
234803,i feel that i want to stay passionate about it and share my knowledge without it becoming a burden,1
178843,i like the feeling of trusting in love,1
223189,i dont deny that i never feel jealous with them,3
19112,im feeling a little homesick already,0
274794,i will state right now that i feel strongly that someone should be punished for the hurt that was inflicted on him,0
148671,i am really referring to here is that i feel troubled inside about certain aspects of my life,0
90478,i feel very thrilled so far,1
407315,i stepped up with the blogging after folks saying they missed it but i m now feeling paranoid about what i wrote because i can see how many people came to read,4
343026,i still feel bitchy then it may stay the whole day,3
270761,i was out on our balcony tonight over looking the wide alley behind our apartment building as it was warm enough to enjoy a bit of fresh air and as i looked down towards the view over the river valley and the lights of downtown i was aware that i am feeling a strange kind of familiarity here,5
362085,i still feel this way that the staff of jim ellis mazda marietta were friendly helpful patient with all my email questions visits and my continued attempts to work a good deal,1
267937,i mean sex and porn are a decent part of my daily life anyway she also works as a romance consultant but i feel like in order to be successful you have to let it fully become a part of your life,1
80955,i might feel really dumb wearing these or i might feel really unique,0
145599,i imagine they must feel jaded and it might seem that the birds and the dogs is all i care about,0
93524,i am back in reality but still feel very shaken,4
10571,i didnt think it was possible for me to feel even remotely positive about this room and now i really like it,1
13373,i was packing for the trip that morning i must have been feeling pretty generous because i had included an unopened jar of nuteal among my weekend treats,1
84084,i should feel that aidans death is ok,1
244680,i feel like i was being ignored,0
200528,i also think this attempt at making a woman feel guilt and not go through with an abortion would be unsuccessful considering what a fetus in its early stages actually looks like,0
